Time	[X_25,1]	[X_25,2]	[X_25,3]	[X_25,4]	[X_25,5]	[X_25,6]	[X_25,7]	[X_25,8]	[X_25,9]	[X_25,10]	[X_25,11]	[X_25,12]	[X_25,13]	[X_25,14]	[X_25,15]	[X_25,16]	[X_25,17]	[X_25,18]	[X_25,19]	[X_25,20]	[X_25,21]	[X_25,22]	[X_25,23]	[X_25,24]	[X_25,25]	[X_25,26]	[X_25,27]	[X_25,28]	[X_25,29]	[X_25,30]	[X_25,31]	[X_25,32]	[X_25,33]	[X_25,34]	[X_25,35]	[X_25,36]	[X_25,37]	[X_25,38]	[X_25,39]	[X_25,40]	[X_25,41]	[X_25,42]	[X_25,43]	[X_25,44]	[X_25,45]	[X_25,46]	[X_25,47]	[X_25,48]	[X_25,49]
750.5	6.76376	7.75061	9.09064	10.9746	13.2939	16.0863	19.3172	22.7776	26.2345	29.9345	34.7529	38.9945	0.366569	2.09475	3.62121	5.02329	6.35555	7.62815	8.87098	10.0878	11.2963	12.4272	13.5137	14.45	15.1036	14.4596	13.5291	12.4303	11.3354	10.1355	8.89319	7.63029	6.34428	5.01751	3.60973	2.07667	0.376881	39.4294	35.4092	30.1786	26.6422	23.024	19.4515	16.5945	13.5809	32.8899	31.4062	28.5785	28.1262
751	7.46218	8.47468	9.84883	11.8232	14.2415	17.1016	20.4616	24.0665	27.6363	31.4154	36.0364	0.710814	2.59957	4.25951	5.78568	7.24798	8.64648	10.014	11.3726	12.6745	13.9559	15.1244	16.2725	17.2798	17.97	17.3015	16.3379	15.1414	14.0188	12.7305	11.3774	10.0163	8.64673	7.23476	5.77657	4.24748	2.6093	0.709843	36.7776	31.69	28.0933	24.3375	20.597	17.6444	14.5137	33.3746	31.788	28.9132	28.4794
751.5	8.15029	9.18878	10.5955	12.6603	15.1763	18.0998	21.5863	25.3314	28.9944	32.6119	0.688815	2.84041	4.68134	6.38101	8.00129	9.57543	11.0611	12.5349	14.016	15.3988	16.7455	17.9375	19.1417	20.2225	20.9573	20.2562	19.2595	17.9644	16.8306	15.461	13.9991	12.5396	11.0798	9.55776	8.00071	6.38254	4.68671	2.83867	0.685948	32.9197	29.5042	25.6278	21.7221	18.6784	15.4321	33.8507	32.163	29.2414	28.8263
752	8.82789	9.89267	11.3305	13.4859	16.0981	19.0805	22.6898	26.5624	30.2118	6.99732	2.69861	4.8422	6.7658	8.56381	10.3134	12.0154	13.5869	15.165	16.7679	18.2224	19.6244	20.8257	22.0813	23.2383	24.0227	23.2844	22.2555	20.8597	19.7317	18.2895	16.7241	15.1728	13.6293	11.9938	10.3256	8.58538	6.76897	4.84127	2.69782	4.23659	30.7815	26.8856	22.8255	19.6962	16.3361	34.3177	32.5304	29.5628	29.1668
752.5	9.4949	10.5863	12.0538	14.2997	17.0068	20.043	23.7677	27.7204	30.4551	1.86933	4.63825	6.86502	8.90572	10.8227	12.7127	14.5448	16.1923	17.8686	19.5904	21.1069	22.5547	23.7521	25.0555	26.2916	27.1286	26.3505	25.2909	23.7918	22.6851	21.1785	19.5145	17.8797	16.263	14.5186	12.7416	10.8712	8.9089	6.86876	4.64325	1.888	31.0977	28.0726	23.9028	20.6971	17.2255	34.775	32.8901	29.8773	29.5007
753	10.1513	11.2695	12.7652	15.1017	17.9019	20.9855	24.8093	28.7413	29.3055	3.74503	6.55185	8.91938	11.1036	13.1419	15.1733	17.1326	18.8442	20.612	22.4502	24.02	25.5052	26.6866	28.0347	29.3527	30.2441	29.4253	28.3372	26.7312	25.6604	24.0958	22.3372	20.6261	18.9474	17.1008	15.2224	13.2242	11.1084	8.93108	6.56774	3.76528	30.0186	29.1259	24.9432	21.6794	18.0999	35.2222	33.2418	30.1847	29.8278
753.5	10.7972	11.9424	13.4648	15.8916	18.783	21.9062	25.8111	29.6733	29.162	5.63095	8.51547	11.0144	13.3414	15.4966	17.6677	19.7504	21.5143	23.3675	25.3208	26.9362	28.4515	29.6055	30.9956	32.3981	33.3444	32.4854	31.3715	29.6545	28.6336	27.0163	25.1656	23.3847	21.654	19.7119	17.7404	15.6193	13.3489	11.0367	8.54621	5.65483	29.907	30.0911	25.9429	22.6411	18.959	35.6585	33.5851	30.4848	30.1481
754	11.4325	12.605	14.1525	16.6695	19.6497	22.8048	26.7809	30.5989	29.8467	7.51573	10.5102	13.1396	15.6015	17.865	20.1731	22.3755	24.1807	26.1142	28.1821	29.8363	31.3749	32.4898	33.9188	35.408	36.4089	35.5114	34.3752	32.5431	31.5863	29.9209	27.9798	26.1343	24.361	22.329	20.2725	18.0344	15.6126	13.175	10.5599	7.54518	30.6427	31.0493	26.91	23.582	19.8023	36.0833	33.9198	30.7777	30.4616
754.5	12.0574	13.2572	14.8285	17.4352	20.5019	23.6829	27.7295	31.5537	30.8191	9.39157	12.5138	15.2759	17.8672	20.2299	22.6719	24.9908	26.8269	28.8362	31.0189	32.7054	34.26	35.3232	36.7872	38.365	39.4191	38.486	37.3323	35.3808	34.5035	32.7947	30.7644	28.8594	27.052	24.9354	22.8013	20.4521	17.8825	15.3267	12.5864	9.42841	31.6704	32.0366	27.8553	24.5036	20.6298	36.4961	34.2455	31.0631	30.7681
755	12.672	13.8993	15.4926	18.1887	21.3401	24.5424	28.6633	32.5349	31.9112	11.2515	14.5106	17.4073	20.1243	22.5785	25.1517	27.584	29.4407	31.5212	33.8192	35.531	37.0937	38.0903	39.584	41.2513	42.3559	41.3918	40.2272	38.1523	37.3722	35.6253	33.507	31.5478	29.715	27.5186	25.3142	22.8593	20.1445	17.4758	14.6098	11.2975	32.8189	33.0505	28.7856	25.4079	21.4419	36.8972	34.5623	31.341	31.0677
755.5	13.2762	14.5311	16.1451	18.9302	22.1644	25.3847	29.5845	33.5305	33.0549	13.0904	16.4907	19.5229	22.3626	24.901	27.6031	30.1458	32.0122	34.159	36.5723	38.3015	39.8625	40.7745	42.2897	44.0462	45.1964	44.2085	43.0423	40.841	40.1794	38.4009	36.1969	34.1893	32.3406	30.0695	27.802	25.2466	22.3882	19.611	16.6204	13.1471	34.02	34.0793	29.7033	26.2964	22.2391	37.2868	34.8702	31.6115	31.3603
756	13.8703	15.1529	16.786	19.6597	22.9753	26.2106	30.4929	34.5296	34.2174	14.9045	18.4481	21.615	24.5746	27.1902	30.0189	32.6686	34.5329	36.7398	39.2682	41.0047	42.5512	43.3548	44.8787	46.7215	47.9084	46.9084	45.7551	43.4259	42.9105	41.1094	38.823	36.7746	34.9206	32.5806	30.2576	27.6067	24.6061	21.725	18.6116	14.9735	35.2408	35.112	30.6082	27.1697	23.0218	37.6657	35.1694	31.8746	31.6459
756.5	14.4542	15.7645	17.4154	20.3773	23.7729	27.0204	31.3874	35.5237	35.3806	16.6915	20.3784	23.6787	26.7548	29.4405	32.393	35.1457	36.9942	39.2535	41.8952	43.626	45.1401	45.8014	47.3118	49.2313	50.4379	49.4473	48.3315	45.877	45.5462	43.7357	41.373	39.2938	37.4473	35.0451	32.6752	29.9342	26.793	23.8126	20.5795	16.7743	36.4637	36.1403	31.4992	28.0282	23.7903	38.0341	35.4601	32.1303	31.9246
757	15.028	16.3662	18.0333	21.0833	24.5574	27.814	32.2663	36.5067	36.5333	18.4496	22.2791	25.7104	28.8989	31.6467	34.7196	37.5702	39.3867	41.6881	44.4389	46.1455	47.5998	48.0645	49.5154	51.4832	52.6647	51.7355	50.7101	48.1441	48.0583	46.2597	43.8311	41.7352	39.9122	37.4564	35.0493	32.2244	28.9445	25.8704	22.5212	18.5477	37.6779	37.1582	32.3746	28.8719	24.5447	38.3926	35.7424	32.3789	32.1964
757.5	15.5919	16.9579	18.64	21.7775	25.3287	28.5912	33.1282	37.4739	37.6683	20.1774	24.1478	27.707	31.0033	33.8041	36.9929	39.9345	41.6992	44.0277	46.8793	48.5325	49.8786	50.0378	51.2915	53.1641	54.0225	53.4771	52.7369	50.1193	50.3969	48.6497	46.175	44.0838	42.3054	39.8071	37.3746	34.4731	31.057	27.8955	24.4348	20.2924	38.8764	38.1611	33.233	29.7003	25.2851	38.7412	36.0166	32.6204	32.4615
758	16.146	17.5398	19.2354	22.4601	26.0868	29.3516	33.9717	38.4215	38.7804	21.8737	25.9828	29.6661	33.0644	35.9077	39.206	42.2293	43.9165	46.2495	49.1843	50.7311	51.8558	51.2228	0.234388	0.883692	1.73408	0.82118	0.843057	51.318	52.4462	50.8472	48.3686	46.3178	44.6136	42.0881	39.645	36.6757	33.1271	29.8854	26.3184	22.0072	40.054	39.1455	34.073	30.5132	26.0115	39.0801	36.2829	32.8549	32.7199
758.5	16.6902	18.112	19.8197	23.131	26.8317	30.0949	34.7954	39.3468	39.8654	23.5375	27.7823	31.5849	35.0783	37.9518	41.3509	44.4423	46.0165	48.3153	51.2778	51.8081	0.602734	1.91396	2.9456	3.68639	4.43746	3.63947	2.71838	1.82071	0.545544	51.9364	50.3262	48.4012	46.8181	44.2878	41.853	38.8273	35.1512	31.8377	28.1704	23.6911	41.2069	40.1084	34.8933	31.31	26.7237	39.4093	36.5413	33.0827	32.9717
759	17.2248	18.6744	20.393	23.7904	27.5632	30.8207	35.5983	40.2471	40.9199	25.1676	29.5446	33.4608	37.0409	39.9294	43.4169	46.5548	47.9361	48.3121	0.793504	2.13602	3.3194	4.39301	5.30207	6.02632	6.69847	5.9913	5.12932	4.31392	3.25395	2.12699	0.847479	47.9221	48.8618	46.3882	43.9891	40.922	37.1252	33.7497	29.9892	25.343	42.3317	41.0475	35.6926	32.0905	27.4217	39.7287	36.792	33.3037	33.217
759.5	17.7497	19.2272	20.9552	24.4382	28.2812	31.5286	36.3793	41.1201	41.9406	26.7627	31.2677	35.2906	38.9469	41.8306	45.3689	47.7782	0.767466	2.17576	3.37813	4.51207	5.5972	6.62895	7.56024	8.33672	8.9676	8.31507	7.45008	6.57602	5.5603	4.5195	3.42637	2.20019	0.763123	47.5627	46.0205	42.9513	39.0444	35.6188	31.7731	26.9617	43.4255	41.9605	36.4701	32.8541	28.1054	40.0383	37.0349	33.5181	33.4558
760	18.2651	19.7704	21.5066	25.0743	28.9855	32.2182	37.1374	41.9638	42.9245	28.3216	32.9494	37.0703	40.7821	43.4639	0.351097	1.87066	3.26897	4.50154	5.64118	6.76442	7.87739	8.94238	9.93576	10.7773	11.4021	10.7691	9.88121	8.91668	7.876	6.79326	5.68156	4.51194	3.25603	1.88258	0.345471	44.7366	40.8946	37.4409	33.52	28.5459	44.4852	42.8453	37.2246	33.6004	28.7746	40.338	37.2701	33.726	33.6883
760.5	18.7711	20.3042	22.0471	25.6989	29.6761	32.8893	37.8716	42.7761	43.8685	29.8425	34.585	38.7617	41.1037	1.17274	2.75631	4.16487	5.48947	6.73605	7.94073	9.12668	10.3066	11.42	12.4811	13.3905	14.0329	13.3953	12.4773	11.4162	10.3355	9.17021	7.96868	6.73928	5.47608	4.16358	2.74617	1.1554	41.1702	39.1792	35.2256	30.0941	45.508	43.6999	37.9553	34.3289	29.4292	40.6278	37.4977	33.9274	33.9146
761	19.2677	20.8284	22.5768	26.3118	30.3528	33.5414	38.5811	43.5546	44.768	31.3183	36.1017	1.90733	1.74605	3.42845	4.93646	6.36768	7.73848	9.06863	10.382	11.6516	12.9057	14.0614	15.1863	16.1658	16.8406	16.1828	15.2321	14.0736	12.9598	11.7048	10.3941	9.07053	7.7334	6.35698	4.92559	3.41277	1.75814	1.69283	36.8203	31.5994	46.4892	44.522	38.6611	35.0394	30.069	40.9075	37.7176	34.1225	34.1346
761.5	19.7551	21.3433	23.0959	26.913	31.0156	34.1743	39.2645	44.2945	45.5945	32.658	0.776171	2.05628	3.87542	5.54223	7.1194	8.64966	10.1039	11.5385	12.9735	14.3267	15.6496	16.8344	18.0175	19.0694	19.7862	19.0985	18.1146	16.8578	15.7262	14.3866	12.9656	11.5422	10.1148	8.63368	7.11495	5.53757	3.88255	2.05689	0.642701	32.9722	47.4013	45.3067	39.3409	35.7314	30.694	41.1771	37.9301	34.3113	34.3486
762	20.2332	21.8489	23.6042	27.5026	31.6641	34.7872	39.9183	44.9659	46.0714	31.1185	2.03019	4.08402	5.94233	7.69228	9.3911	11.0463	12.589	14.1298	15.6875	17.1164	18.4986	19.6981	20.9344	22.0614	22.8261	22.1027	21.0861	19.7296	18.5971	17.1816	15.6547	14.1365	12.6216	11.0264	9.39782	7.70498	5.9462	4.08366	2.03164	31.2907	47.9694	46.0243	39.991	36.404	31.3039	41.4366	38.135	34.4939	34.5565
762.5	20.7022	22.3452	24.1019	28.0805	32.2981	35.3782	40.5234	45.2621	0.335778	1.52112	3.97615	6.08148	8.05152	9.91905	11.7572	13.5434	15.1668	16.8088	18.4866	19.9813	21.413	22.6136	23.8989	25.104	25.9203	25.1578	24.1099	22.6512	21.5342	20.0512	18.4238	16.8186	15.226	13.5191	11.779	9.9559	8.05449	6.08419	3.98099	1.54224	0.35953	46.3224	40.5911	37.0551	31.8984	41.6858	38.3324	34.6704	34.7584
763	21.1621	22.8322	24.5891	28.6465	32.9151	35.9095	38.8711	0.823699	1.90313	3.24396	5.82968	8.10451	10.2222	12.2144	14.1956	16.1112	17.8038	19.54	21.3353	22.8866	24.3588	25.5481	26.8793	28.1652	29.0353	28.2323	27.155	25.5908	24.5041	22.9607	21.2373	19.553	17.8939	16.0817	14.2362	12.2824	10.2261	8.1133	5.84085	3.25728	1.91623	0.864256	35.9146	37.6405	32.4744	41.9242	38.5224	34.8408	34.9544
763.5	21.6131	23.3101	25.0655	29.1966	33.4617	33.3697	1.07096	2.19	3.38198	4.92568	7.68118	10.1529	12.4365	14.5546	16.6783	18.7195	20.4694	22.2934	24.2043	25.8041	27.3092	28.4755	29.8497	31.2192	32.1441	31.3006	30.1963	28.5227	27.4806	25.8825	24.066	22.3094	20.5944	18.6838	16.7412	14.6603	12.4424	10.1697	7.701	4.93259	3.38635	2.21839	1.13327	8.90691	32.965	42.1394	38.7037	35.0052	35.1446
764	22.0551	23.7784	25.5272	29.6902	32.8643	1.02253	2.30291	3.51865	4.88189	6.63164	9.56241	12.2253	14.675	16.9149	19.1799	21.3433	23.139	25.0455	27.0711	28.7123	30.2434	31.3752	32.7896	34.2449	35.2247	34.342	33.2139	31.4268	30.4431	28.7952	26.8877	25.0644	23.303	21.3001	19.2683	17.0647	14.6835	12.2526	9.59555	6.6372	4.88695	3.54348	2.35196	1.1148	31.7045	42.1946	38.8629	35.162	35.3288
764.5	22.4878	24.2349	25.958	29.9322	0.54922	2.16436	3.51485	4.88158	6.42836	8.37245	11.4733	14.3138	16.9215	19.2759	21.6806	23.9631	25.7943	27.7785	29.9189	31.595	33.1449	34.2301	35.6812	37.2245	38.2581	37.3385	36.1909	34.286	33.3756	31.6824	29.6852	27.8005	26.0014	23.9114	21.7976	19.476	16.9334	14.3543	11.5252	8.38136	6.44047	4.90661	3.55815	2.2456	0.766339	40.4231	38.9366	35.303	35.5055
765	22.9098	24.6727	26.3051	29.0594	1.5801	3.26504	4.7554	6.28805	8.01453	10.1394	13.4027	16.4074	19.1635	21.6237	24.1658	26.565	28.4215	30.479	32.7345	34.4388	36.0001	37.0248	38.5079	40.1404	41.2258	40.2731	39.1118	37.0851	36.2646	34.5311	32.4454	30.5042	28.6761	26.5036	24.3147	21.8801	19.1795	16.4639	13.4784	10.1551	8.03828	6.31596	4.79251	3.34108	1.76164	0.730028	35.9824	35.3707	35.667
765.5	23.3183	25.0844	26.568	28.3037	2.62802	4.38304	6.0186	7.72457	9.62531	11.9191	15.3379	18.4958	21.3911	23.9479	26.6252	29.1383	31.0099	33.1359	35.5071	37.2319	38.7956	39.7433	41.2515	42.9736	44.1067	43.1271	41.9601	39.808	39.0972	37.3293	35.1569	33.1648	31.3166	29.0664	26.8091	24.2669	21.412	18.5709	15.4418	11.9441	9.66423	7.75697	6.04748	4.4392	2.72722	1.60219	0.737767	33.8387	35.7373
766	23.7118	25.4739	26.8176	28.2055	3.68339	5.52392	7.3014	9.17756	11.2458	13.6992	17.2678	20.5705	23.5968	26.2412	29.0509	31.6751	33.5503	35.7396	38.2262	39.9627	41.5174	42.3667	43.8894	45.6994	46.8734	45.8763	44.7158	42.4361	41.8597	40.0654	37.8089	35.7726	33.9143	31.5916	29.2733	26.6289	23.6234	20.6665	17.404	13.7354	11.3027	9.21452	7.31656	5.55229	3.70069	2.45997	1.53467	0.608995	34.5951
766.5	24.0913	25.8508	27.0942	28.4236	4.73898	6.67417	8.59357	10.6359	12.8648	15.47	19.184	22.6248	25.7749	28.4977	31.4367	34.1681	36.0344	38.2801	40.8812	42.6177	44.1478	44.8696	46.3891	48.2807	49.4826	48.4847	47.3503	44.9435	44.5351	42.7255	40.3898	38.3181	36.4614	34.0724	31.7013	28.9605	25.8079	22.7439	19.3561	15.5188	12.9417	10.6772	8.59253	6.67936	4.68915	3.32947	2.30837	1.34386	0.549683
767	24.4595	26.2222	27.4022	28.7858	5.78988	7.82291	9.88491	12.0906	14.4743	17.2247	21.0804	24.6534	27.9208	30.7126	33.7769	36.6109	38.4532	40.7462	43.4589	45.1794	46.6619	47.212	48.6944	50.6495	51.8499	50.8864	49.8161	47.2901	47.0994	45.292	42.8853	40.7905	38.9498	36.5021	34.0876	31.2571	27.9608	24.7978	21.2918	17.2873	14.5733	12.1368	9.86859	7.81467	5.6885	4.2104	3.08378	2.04183	1.22045
767.5	24.8189	26.5915	27.7345	29.2196	6.83277	8.96336	11.1681	13.5351	16.0686	18.9585	22.9523	26.6525	30.0304	32.8811	36.066	38.9961	40.7962	43.1237	45.9418	47.6222	49.0193	49.3175	50.6794	52.6304	53.7184	52.9134	52.0112	49.3987	49.5134	47.7385	45.2762	43.176	41.3702	38.8738	36.4271	33.5144	30.0783	26.8243	23.2064	19.036	16.192	13.5879	11.139	8.95179	6.6927	5.09948	3.86828	2.7526	1.91229
768	25.1717	26.96	28.0828	29.6901	7.86546	10.0915	12.4386	14.9652	17.644	20.668	24.7966	28.6185	32.1	34.9986	38.2976	41.3152	43.05	45.393	48.3034	49.903	51.1377	50.9711	51.7005	4.37186	0.473307	9.21862	53.5205	51.0503	51.6979	50.0202	47.5329	45.4561	43.7107	41.1792	38.7141	35.7282	32.1566	28.8201	25.0968	20.7617	17.7943	15.0265	12.3995	10.0854	7.69657	5.99342	4.66461	3.48462	2.6283
768.5	25.5192	27.3277	28.4404	30.1791	8.88654	11.205	13.6934	16.3781	19.198	22.3509	26.6106	30.5486	34.126	37.0596	40.4644	43.5574	45.1955	47.5235	50.4967	51.9084	50.0835	0.750458	1.89404	2.69318	3.4795	2.64062	1.65635	0.662853	51.8091	52.0202	49.6018	47.6017	45.9552	43.4079	40.9418	37.8937	34.1922	30.7821	26.9603	22.4621	19.3779	16.45	13.6468	11.2117	8.69618	6.88852	5.46866	4.23029	3.35915
769	25.8621	27.6937	28.8023	30.6764	9.89516	12.3025	14.931	17.7719	20.7288	24.0053	28.3919	32.4398	36.1043	39.0581	42.5571	45.7074	47.201	49.4104	4.42284	1.05782	2.35389	3.49252	4.42188	5.13769	5.83676	5.09792	4.22484	3.4061	2.28592	1.05188	2.17825	49.5106	48.0766	45.5453	43.1019	40.0057	36.1812	32.7078	28.7948	24.1355	20.9409	17.8566	14.8789	12.328	9.68859	7.78106	6.27473	4.98101	4.09596
769.5	26.2005	28.0571	29.1649	31.1755	10.8908	13.3832	16.1502	19.1455	22.2351	25.6296	30.1386	34.2891	38.0301	40.986	44.5602	47.6964	4.68965	1.14971	2.44971	3.63044	4.72992	5.76308	6.67742	7.43067	8.07266	7.40373	6.54366	5.69929	4.67965	3.62924	2.49997	1.17837	4.39661	47.5217	45.1805	42.0572	38.1192	34.5941	30.5983	25.7802	22.4824	19.245	16.0943	13.4326	10.6716	8.66797	7.07804	5.73041	4.83236
770	26.5342	28.417	29.5256	31.6728	11.8731	14.4465	17.3505	20.498	23.7158	27.2224	31.8483	36.0931	39.8966	42.8074	45.43	0.881013	2.36714	3.6329	4.77263	5.88582	6.98008	8.02819	8.99566	9.81129	10.435	9.79797	8.92031	7.99242	6.96537	5.90713	4.81678	3.64819	2.35668	0.89563	46.1477	44.0153	39.9994	36.438	32.369	27.3952	24.0011	20.6143	17.2921	14.5242	11.6438	9.54701	7.87531	6.4744	5.56432
770.5	26.8631	28.7728	29.8828	32.1655	12.8419	15.4923	18.5312	21.8288	25.1699	28.7822	33.5184	37.8409	41.5679	0.292705	1.86548	3.31127	4.64016	5.8666	7.03673	8.19324	9.34482	10.4392	11.4741	12.3569	12.9901	12.3567	11.451	10.4277	9.36271	8.23189	7.06994	5.87172	4.62588	3.31487	1.85712	0.280455	41.6863	38.2291	34.1042	28.9789	25.4962	21.9639	18.4716	15.602	12.604	10.4167	8.66445	7.21053	6.28939
771	27.1869	29.1236	30.2352	32.6521	13.797	16.5203	19.6921	23.1372	26.5965	30.3064	35.1275	39.0383	0.861352	2.60071	4.10996	5.51729	6.86027	8.15173	9.41896	10.6545	11.8796	13.02	14.1206	15.0725	15.7333	15.0849	14.1471	13.0266	11.9244	10.7044	9.43766	8.15362	6.85091	5.50947	4.09855	2.58386	0.876607	39.468	35.7837	30.5289	26.9669	23.2929	19.6323	16.6655	13.5516	11.276	9.4442	7.93739	7.00621
771.5	27.5052	29.469	30.5818	33.1314	14.7384	17.5303	20.8328	24.4226	27.9926	31.7658	35.9089	1.19747	3.07671	4.73543	6.27667	7.76107	9.17813	10.569	11.9546	13.2751	14.5718	15.7467	16.9078	17.9311	18.6307	17.9555	16.9846	15.7663	14.6399	13.3327	11.955	10.5717	9.18197	7.74669	6.26916	4.72653	3.08735	1.20204	36.6394	32.0162	28.4102	24.6009	20.7738	17.7142	14.4861	12.1245	10.2139	8.65422	7.71401
772	27.8178	29.8086	30.9219	33.6025	15.666	18.5223	21.953	25.6823	29.3337	32.6543	1.14303	3.29802	5.14871	6.86598	8.51308	10.1148	11.62	13.1173	14.6257	16.0253	17.385	18.5802	19.7962	20.8936	21.6391	20.9301	19.9262	18.6089	17.4751	16.0887	14.6033	13.1227	11.6435	10.0962	8.51503	6.87184	5.15507	3.3008	1.15155	32.9184	29.8024	25.8851	21.8954	18.7478	15.4073	12.9616	10.973	9.36061	8.41238
772.5	28.1244	30.142	31.2551	34.0648	16.5798	19.496	23.0507	26.9034	30.4851	0.458337	3.14997	5.29562	7.24275	9.0666	10.8468	12.5776	14.1667	15.7672	17.3967	18.8658	20.2786	21.48	22.7464	23.9208	24.7167	23.9696	22.9339	21.5154	20.391	18.934	17.3462	15.7757	14.2151	12.5549	10.8624	9.09391	7.24715	5.29982	3.16026	0.484522	31.0072	27.1329	22.9954	19.7659	16.3149	13.7874	11.7214	10.0564	9.10114
773	28.4247	30.4688	31.5809	34.5177	17.4795	20.4504	24.1201	28.0325	30.272	2.29443	5.06699	7.32595	9.39756	11.3413	13.2626	15.1231	16.7856	18.4826	20.2303	21.7593	23.216	24.4106	25.7241	26.9782	27.8271	27.04	25.9741	24.4515	23.3518	21.8319	20.1466	18.4943	16.8631	15.0956	13.2956	11.3971	9.40228	7.33519	5.08337	2.33275	30.8547	28.2913	24.0678	20.7677	17.2088	14.6015	12.459	10.7414	9.78021
773.5	28.7187	30.789	31.899	34.9607	18.3649	21.3836	25.1503	29.0241	29.1478	4.17458	6.9922	9.38969	11.6064	13.671	15.7334	17.7202	19.444	21.231	23.0948	24.6751	26.1675	27.3435	28.7011	30.0377	30.9412	30.1135	29.0195	27.3891	26.3286	24.7519	22.9727	21.2458	19.5549	17.6868	15.7874	13.762	11.6129	9.40747	7.02056	4.21477	29.8071	29.318	25.102	21.751	18.0884	15.404	13.1858	11.4157	10.4496
774	29.0062	31.1022	32.2091	35.3928	19.2353	22.2938	26.1406	29.9447	29.2614	6.06172	8.96583	11.4937	13.8512	16.0309	18.2324	20.3416	22.1152	23.9863	25.9649	27.5893	29.1102	30.2562	31.6551	33.0767	34.0351	33.1675	32.0484	30.3062	29.2987	27.6705	25.7996	24.0041	22.2635	20.3012	18.3107	16.1638	13.8607	11.5228	9.01023	6.10582	29.9809	30.2775	26.0977	22.7144	18.9534	16.1945	13.9016	12.0793	11.1092
774.5	29.2871	31.4083	32.5108	35.8136	20.0905	23.1814	27.1006	30.8716	30.0344	7.94587	10.965	13.6236	16.1145	18.4003	20.7379	22.9661	24.7785	26.7289	28.8221	30.4838	32.0263	33.1305	34.5675	36.0762	37.089	36.1835	35.0431	33.1847	32.2447	30.5695	28.6085	26.7496	24.9683	22.9175	20.8437	18.5813	16.1278	13.6665	11.0294	7.99585	30.8157	31.2448	27.0642	23.6582	19.8034	16.9732	14.6064	12.7323	11.7592
775	29.5612	31.7071	32.8039	36.2226	20.9305	24.0482	28.0408	31.8293	31.0425	9.81941	12.9689	15.7606	18.3799	20.763	23.2338	25.5776	27.4186	29.4437	31.6518	33.3442	34.9011	35.9504	37.4214	39.019	40.0845	39.1442	37.9876	36.009	35.1521	33.4347	31.3848	29.4676	27.6542	25.5199	23.3702	20.9981	18.3976	15.8196	13.0571	9.8771	31.8849	32.2434	28.0116	24.5838	20.6386	17.7398	15.3004	13.3745	12.3996
775.5	29.8287	31.9986	33.0884	36.62	21.7558	24.8963	28.9667	32.8113	32.1503	11.6758	14.9634	17.89	20.6341	23.1068	25.7084	28.1648	30.0239	32.1191	34.4425	36.1585	37.7214	38.7005	40.1996	41.8868	43.0019	42.032	40.8662	38.7635	38.0083	36.254	34.1167	32.1465	30.3098	28.0969	25.8786	23.4021	20.6569	17.9671	15.0792	11.7429	33.0535	33.2664	28.9454	25.493	21.4592	18.4944	15.9834	14.0063	13.0304
776	30.0893	32.2827	33.3642	37.0063	22.5668	25.7271	29.8802	33.8054	33.3005	13.5101	16.9396	20.0014	22.8676	25.4229	28.1527	30.7188	32.5849	34.7451	37.1838	38.9151	40.4737	41.3634	42.8817	44.6578	45.8169	44.8253	43.6607	41.431	40.7998	39.0158	36.7933	34.7764	32.9261	30.6398	28.3601	25.7842	22.896	20.0988	17.0866	13.5882	34.2649	34.3014	29.8669	26.3871	22.2656	19.2371	16.6556	14.6275	13.6517
776.5	30.3431	32.5594	33.6316	37.382	23.3639	26.5413	30.7805	34.8011	34.4646	15.319	18.8919	22.0882	25.0733	27.7043	30.56	33.2322	35.0932	37.3119	39.8654	41.6014	43.1421	43.9168	45.4399	47.3008	48.494	47.4939	46.3465	43.989	43.5115	41.7073	39.4036	37.3479	35.495	33.1412	30.808	28.138	25.1079	22.2079	19.0736	15.4097	35.491	35.3383	30.7755	27.2664	23.0581	19.968	17.317	15.2382	14.2635
777	30.5903	32.8289	33.8908	37.7475	24.1472	27.3392	31.6665	35.7903	35.6263	17.1003	20.8165	24.1456	27.2463	29.9455	32.9242	35.6984	37.5401	39.8092	42.4752	44.2019	45.7051	46.3278	47.8299	49.7638	50.9702	49.987	48.8855	46.4044	46.1225	44.3128	41.9346	39.8508	38.0088	35.5947	33.2167	30.4579	27.2877	24.2898	21.0366	17.2051	36.7161	36.3693	31.67	28.1313	23.837	20.6873	17.9676	15.8386	14.866
777.5	30.8307	33.0911	34.142	38.1031	24.917	28.1206	32.5365	36.7671	36.7757	18.8523	22.7108	26.1702	29.3824	32.1416	35.2397	38.1103	39.916	42.2241	44.9979	46.695	48.1299	48.5386	49.9637	51.9325	53.0929	52.1949	51.2049	48.6189	48.6012	46.8101	44.3694	42.273	40.4588	37.9934	35.5808	32.7397	29.4314	26.3411	22.9729	18.9729	37.9305	37.3887	32.5487	28.9814	24.6022	21.3949	18.6076	16.4287	15.4591
